plant,matrix,symmetry,N.poll
Gaultheria insipida,M_PL_068,actinomorphic,2
Bejaria aestuans,M_PL_068,actinomorphic,1
Diplostephium sp1 M_PL_068,M_PL_068,actinomorphic,1
Pernettya prostrata,M_PL_068,actinomorphic,1
Siphocampylus giganteus,M_PL_068,zygomorphic,6
Tillandsia orbicularis,M_PL_068,zygomorphic,1
Centropogon sp1 M_PL_068,M_PL_068,zygomorphic,3
Elleanthus sp1 M_PL_068,M_PL_068,zygomorphic,2
Hippeastrum aulicum,M_PL_069_01,actinomorphic,2
Psychotria suterella,M_PL_069_01,actinomorphic,1
Nidularium inocentii,M_PL_069_01,actinomorphic,1
Ipomea sp1 M_PL_069_01,M_PL_069_01,actinomorphic,3
Sinningia douglasii,M_PL_069_01,actinomorphic,2
Aechmea blumenavii,M_PL_069_01,actinomorphic,2
Justicia brasiliana,M_PL_069_01,zygomorphic,1
Heliconia farinosa,M_PL_069_01,zygomorphic,2
Nematanthus australis,M_PL_069_01,zygomorphic,2
Vriesea vagans,M_PL_069_01,zygomorphic,3
Billbergia amoena,M_PL_069_01,zygomorphic,1
Justicia carnea,M_PL_069_01,zygomorphic,2
Tillandsia sp1 M_PL_069_01,M_PL_069_01,zygomorphic,1
Vriesea carinata,M_PL_069_01,zygomorphic,1
Hedychium coronarium,M_PL_069_01,zygomorphic,1
Vriesea erythrodactylon,M_PL_069_01,zygomorphic,1
Vriesea incurvata,M_PL_069_01,zygomorphic,1
Spirotheca rivieri,M_PL_069_02,actinomorphic,2
Inga sp1 M_PL_069_02,M_PL_069_02,actinomorphic,2
Aegiphila obducta,M_PL_069_02,actinomorphic,2
Nidularium inocentii,M_PL_069_02,actinomorphic,1
Nematanthus australis,M_PL_069_02,zygomorphic,2
Justicia carnea,M_PL_069_02,zygomorphic,1
Vriesea altodaserrae,M_PL_069_02,zygomorphic,2
Vriesea incurvata,M_PL_069_02,zygomorphic,1
Heliconia farinosa,M_PL_069_02,zygomorphic,1
Gaylussacia brasiliensis,M_PL_069_03,actinomorphic,1
Aechmea cylindrata,M_PL_069_03,actinomorphic,4
Aegiphila obducta,M_PL_069_03,actinomorphic,1
Nidularium inocentii,M_PL_069_03,actinomorphic,1
Nematanthus australis,M_PL_069_03,zygomorphic,3
Vriesea altodaserrae,M_PL_069_03,zygomorphic,2
Bouvardia ternifolia,M_PL_070,actinomorphic,5
Salvia elegans,M_PL_070,zygomorphic,8
Penstemon roseus,M_PL_070,zygomorphic,8
Castilleja tenuiflora,M_PL_070,zygomorphic,6
Penstemon gentianoides,M_PL_070,zygomorphic,5
Prunella vulgaris,M_PL_070,zygomorphic,5
Castilleja scorzonerifolia,M_PL_070,zygomorphic,2
Salvia mocinoi,M_PL_070,zygomorphic,2
Decagonocarpus cornutus,M_PL_071,actinomorphic,1
Retiniphyllum rhabdocalyx,M_PL_071,actinomorphic,3
Aechmea chantiniii,M_PL_071,actinomorphic,3
Aphelandra macrostachya,M_PL_071,actinomorphic,2
Isertia hypoleuca,M_PL_071,actinomorphic,5
Monotagma secundum,M_PL_071,actinomorphic,3
Tachia occidentalis,M_PL_071,actinomorphic,2
Drymonia semicordata,M_PL_071,actinomorphic,2
Satyria panurensis,M_PL_071,actinomorphic,3
Passiflora vitifolia,M_PL_071,actinomorphic,2
Aechmea contracta,M_PL_071,actinomorphic,2
Pepinia sp1 M_PL_071,M_PL_071,actinomorphic,2
Palicourea sp1 M_PL_071,M_PL_071,actinomorphic,1
Symphonia globulifera,M_PL_071,actinomorphic,2
Ryania pyrifera,M_PL_071,actinomorphic,2
Markea coccinea,M_PL_071,actinomorphic,2
Pslicourea quadrifolia,M_PL_071,actinomorphic,3
Psychotria bahiensis,M_PL_071,actinomorphic,3
Psychotria platypoda,M_PL_071,actinomorphic,1
Tabernamontana macrocalyx,M_PL_071,actinomorphic,1
Psychotria peppigiana,M_PL_071,actinomorphic,1
Psittacanthus lasianthus,M_PL_071,actinomorphic,2
Aechmea corymbosa,M_PL_071,actinomorphic,1
Costus scaber,M_PL_071,actinomorphic,1
Isertia rosea,M_PL_071,actinomorphic,2
Amasonia arborea,M_PL_071,actinomorphic,2
Bromelia sp1 M_PL_071,M_PL_071,actinomorphic,2
Passiflora sp1 M_PL_071,M_PL_071,actinomorphic,3
Aechmea rubiginosa,M_PL_071,actinomorphic,1
Ferdinandusa sprucei,M_PL_071,actinomorphic,2
Gurania rufipila,M_PL_071,actinomorphic,1
Justicia cuatrecasii,M_PL_071,actinomorphic,1
Palicourea subspicata,M_PL_071,actinomorphic,1
Payparola hulkiana,M_PL_071,zygomorphic,4
Billbergia decora,M_PL_071,zygomorphic,2
Heliconia sp1 M_PL_071,M_PL_071,zygomorphic,2
Alloplectus savanarum,M_PL_071,zygomorphic,2
Ischnosiphon lasiocoleus,M_PL_071,zygomorphic,2
Vriesea chrysostachys,M_PL_071,zygomorphic,2
Zygia lathetica,M_PL_071,zygomorphic,3
Columnea ericae,M_PL_071,zygomorphic,2
Calathea zingiberea,M_PL_071,zygomorphic,2
Heliconia tarumaensis,M_PL_071,zygomorphic,2
Renealmia sp1 M_PL_071,M_PL_071,zygomorphic,1
Eryngium stenophyllum,M_PL_072_01,actinomorphic,22
Hysterionica pinifolia,M_PL_072_01,actinomorphic,16
Eupatorium subhastatum,M_PL_072_01,actinomorphic,12
Glandularia dissecta,M_PL_072_01,actinomorphic,11
Stevia satureiifolia,M_PL_072_01,actinomorphic,10
Achyrocline satureoides,M_PL_072_01,actinomorphic,9
Baccharis tandilensis,M_PL_072_01,actinomorphic,9
Senecio selloi,M_PL_072_01,actinomorphic,8
Baccharis articulata,M_PL_072_01,actinomorphic,7
Baccharis coridifolia,M_PL_072_01,actinomorphic,7
Eryngium horridum,M_PL_072_01,actinomorphic,7
Eupatorium tenacetifolium,M_PL_072_01,actinomorphic,7
Vernonia echioides,M_PL_072_01,actinomorphic,7
Solidago chilensis,M_PL_072_01,actinomorphic,6
Senecio grisebachii,M_PL_072_01,actinomorphic,5
Gelasine azurea,M_PL_072_01,actinomorphic,4
Hypochaeris rosengurtii,M_PL_072_01,actinomorphic,4
Senecio bravensis,M_PL_072_01,actinomorphic,4
Habranthus gracilifolius,M_PL_072_01,actinomorphic,3
Oxalis articulata,M_PL_072_01,actinomorphic,3
Trixis stricta,M_PL_072_01,actinomorphic,3
Alophia lahue,M_PL_072_01,actinomorphic,2
Blumenbachia insignis,M_PL_072_01,actinomorphic,2
Senecio madagascariensis,M_PL_072_01,actinomorphic,2
Sommerfeltia spinulosa,M_PL_072_01,actinomorphic,2
Carduus acanthoides,M_PL_072_01,actinomorphic,1
Echium plantagineum,M_PL_072_01,actinomorphic,1
Eryngium nudicaule,M_PL_072_01,actinomorphic,1
Eupatorium squarrulosum,M_PL_072_01,actinomorphic,1
Gomphrena perennis,M_PL_072_01,actinomorphic,1
Gymnocalycium reductum,M_PL_072_01,actinomorphic,1
Habranthus andersoni,M_PL_072_01,actinomorphic,1
Oxalis cordobensis,M_PL_072_01,actinomorphic,1
Rodophiala bifidum,M_PL_072_01,actinomorphic,1
Senecio arechavaletae,M_PL_072_01,actinomorphic,1
Sisyrinchium iridifolium,M_PL_072_01,actinomorphic,1
Verbena intermedia,M_PL_072_01,actinomorphic,1
Wigginsia tephracantha,M_PL_072_01,actinomorphic,1
Lathyrus pubescens,M_PL_072_01,zygomorphic,3
Eryngium stenophyllum,M_PL_072_02,actinomorphic,22
Eryngium floribundum,M_PL_072_02,actinomorphic,21
Baccharis articulata,M_PL_072_02,actinomorphic,14
Hysterionica pinifolia,M_PL_072_02,actinomorphic,13
Eryngium horridum,M_PL_072_02,actinomorphic,11
Eupatorium subhastatum,M_PL_072_02,actinomorphic,9
Senecio grisebachii,M_PL_072_02,actinomorphic,9
Baccharis tandilensis,M_PL_072_02,actinomorphic,8
Oxalis cordobensis,M_PL_072_02,actinomorphic,6
Achyrocline satureoides,M_PL_072_02,actinomorphic,5
Gomphrena perennis,M_PL_072_02,actinomorphic,5
Eupatorium tenacetifolium,M_PL_072_02,actinomorphic,4
Hypochaeris rosengurtii,M_PL_072_02,actinomorphic,4
Vernonia echioides,M_PL_072_02,actinomorphic,4
Eupatorium squarrulosum,M_PL_072_02,actinomorphic,2
Hypericum connatum,M_PL_072_02,actinomorphic,2
Oenothera indecora,M_PL_072_02,actinomorphic,2
Oxalis articulata,M_PL_072_02,actinomorphic,2
Senecio madagascariensis,M_PL_072_02,actinomorphic,2
Dodonaea viscosa,M_PL_072_02,actinomorphic,1
Eupatorium bupleurifolium,M_PL_072_02,actinomorphic,1
Eupatorium macrocephalum,M_PL_072_02,actinomorphic,1
Habranthus andersoni,M_PL_072_02,actinomorphic,1
Habranthus gracilifolius,M_PL_072_02,actinomorphic,1
Hypochaeris pampasica,M_PL_072_02,actinomorphic,1
Rodophiala bifidum,M_PL_072_02,actinomorphic,1
Senecio arechavaletae,M_PL_072_02,actinomorphic,1
Senecio bravensis,M_PL_072_02,actinomorphic,1
Sommerfeltia spinulosa,M_PL_072_02,actinomorphic,1
Stevia satureiifolia,M_PL_072_02,actinomorphic,1
Gerardia genistifolia,M_PL_072_02,zygomorphic,10
Lathyrus pubescens,M_PL_072_02,zygomorphic,4
Lathyrus nervosus,M_PL_072_02,zygomorphic,1
Abutilon terminale,M_PL_072_03,actinomorphic,5
Achyrocline satureoides,M_PL_072_03,actinomorphic,4
Baccharis articulata,M_PL_072_03,actinomorphic,1
Baccharis coridifolia,M_PL_072_03,actinomorphic,14
Blumenbachia insignis,M_PL_072_03,actinomorphic,7
Carduus acanthoides,M_PL_072_03,actinomorphic,1
Cuphea fruticosa,M_PL_072_03,actinomorphic,1
Discaria longispina,M_PL_072_03,actinomorphic,3
Echium plantagineum,M_PL_072_03,actinomorphic,5
Eryngium horridum,M_PL_072_03,actinomorphic,20
Eryngium stenophyllum,M_PL_072_03,actinomorphic,10
Eupatorium macrocephalum,M_PL_072_03,actinomorphic,5
Eupatorium subhastatum,M_PL_072_03,actinomorphic,23
Eupatorium tenacetifolium,M_PL_072_03,actinomorphic,17
Gomphrena perennis,M_PL_072_03,actinomorphic,3
Habranthus andersoni,M_PL_072_03,actinomorphic,6
Hypochaeris rosengurtii,M_PL_072_03,actinomorphic,5
Hysterionica pinifolia,M_PL_072_03,actinomorphic,32
Opuntia aff. elata,M_PL_072_03,actinomorphic,4
Oxalis articulata,M_PL_072_03,actinomorphic,7
Oxalis cordobensis,M_PL_072_03,actinomorphic,5
Oxypetalum solanoides,M_PL_072_03,actinomorphic,2
Passiflora caerulea,M_PL_072_03,actinomorphic,6
Pavonia cymbalaria,M_PL_072_03,actinomorphic,2
Petunia axillaris,M_PL_072_03,actinomorphic,1
Rodophiala bifidum,M_PL_072_03,actinomorphic,1
Senecio bravensis,M_PL_072_03,actinomorphic,15
Senecio grisebachii,M_PL_072_03,actinomorphic,1
Senecio madagascariensis,M_PL_072_03,actinomorphic,10
Silene gallica,M_PL_072_03,actinomorphic,1
Solanum chacoense,M_PL_072_03,actinomorphic,1
Sommerfeltia spinulosa,M_PL_072_03,actinomorphic,9
Spilanthes stolonifera,M_PL_072_03,actinomorphic,1
Stevia satureiifolia,M_PL_072_03,actinomorphic,7
Turnera pinnatifida,M_PL_072_03,actinomorphic,2
Commelina erecta,M_PL_072_03,zygomorphic,1
Lathyrus crassipes,M_PL_072_03,zygomorphic,1
Lathyrus pubescens,M_PL_072_03,zygomorphic,2
Achyrocline satureoides,M_PL_072_04,actinomorphic,36
Baccharis tandilensis,M_PL_072_04,actinomorphic,18
Bidens pilosa,M_PL_072_04,actinomorphic,3
Colletia paradoxa,M_PL_072_04,actinomorphic,6
Cynara cardunculus,M_PL_072_04,actinomorphic,1
Eryngium stenophyllum,M_PL_072_04,actinomorphic,25
Eupatorium bupleurifolium,M_PL_072_04,actinomorphic,10
Eupatorium macrocephalum,M_PL_072_04,actinomorphic,9
Eupatorium tenacetifolium,M_PL_072_04,actinomorphic,2
Foeniculum vulgare,M_PL_072_04,actinomorphic,13
Gomphrena perennis,M_PL_072_04,actinomorphic,1
Passiflora caerulea,M_PL_072_04,actinomorphic,3
Rapistrum rugosum,M_PL_072_04,actinomorphic,1
Rodophiala bifidum,M_PL_072_04,actinomorphic,3
Senecio madagascariensis,M_PL_072_04,actinomorphic,10
Senecio selloi,M_PL_072_04,actinomorphic,4
Spilanthes stolonifera,M_PL_072_04,actinomorphic,6
Verbena intermedia,M_PL_072_04,actinomorphic,5
Vernonia echioides,M_PL_072_04,actinomorphic,1
Canna glauca,M_PL_072_04,zygomorphic,1
Gerardia genistifolia,M_PL_072_04,zygomorphic,20
Lathyrus nervosus,M_PL_072_04,zygomorphic,1
Lathyrus pubescens,M_PL_072_04,zygomorphic,11
Melilotus officinalis,M_PL_072_04,zygomorphic,1
Spartium junceum,M_PL_072_04,zygomorphic,1
Achyrocline satureoides,M_PL_072_05,actinomorphic,2
Baccharis coridifolia,M_PL_072_05,actinomorphic,9
Cerastium mollissimum,M_PL_072_05,actinomorphic,1
Eryngium stenophyllum,M_PL_072_05,actinomorphic,32
Eupatorium lanigerum,M_PL_072_05,actinomorphic,39
Eupatorium tenacetifolium,M_PL_072_05,actinomorphic,4
Gnaphalium cheirantifolium,M_PL_072_05,actinomorphic,1
Habranthus andersoni,M_PL_072_05,actinomorphic,2
Habranthus gracilifolius,M_PL_072_05,actinomorphic,4
Hypochaeris rosengurtii,M_PL_072_05,actinomorphic,3
Hysterionica pinifolia,M_PL_072_05,actinomorphic,4
Oxalis articulata,M_PL_072_05,actinomorphic,2
Rodophiala bifidum,M_PL_072_05,actinomorphic,1
Senecio bravensis,M_PL_072_05,actinomorphic,19
Senecio madagascariensis,M_PL_072_05,actinomorphic,7
Sonchus oleraceus,M_PL_072_05,actinomorphic,2
Lathyrus pubescens,M_PL_072_05,zygomorphic,6
Aechmea cylindrata,kaehler_et_al_2005,actinomorphic,1
Nidularium campo-alegrensis,kaehler_et_al_2005,actinomorphic,1
Wittrochia cyathiformis,kaehler_et_al_2005,actinomorphic,4
Vriesea altodaserrae,kaehler_et_al_2005,zygomorphic,7
Vriesea guttata,kaehler_et_al_2005,zygomorphic,1
Vriesea heterostachys,kaehler_et_al_2005,zygomorphic,1
Vriesea hoehneana,kaehler_et_al_2005,zygomorphic,2
Vriesea platynema,kaehler_et_al_2005,zygomorphic,3
Aphloia,Kaiser-Bunbury-2017_Bernica,actinomorphic,7
Canthium_b,Kaiser-Bunbury-2017_Bernica,actinomorphic,12
Deckenia,Kaiser-Bunbury-2017_Bernica,actinomorphic,5
Dillenia,Kaiser-Bunbury-2017_Bernica,actinomorphic,12
Dracaena,Kaiser-Bunbury-2017_Bernica,actinomorphic,5
Erythroxylum,Kaiser-Bunbury-2017_Bernica,actinomorphic,11
Maba,Kaiser-Bunbury-2017_Bernica,actinomorphic,0
Medusagyne,Kaiser-Bunbury-2017_Bernica,actinomorphic,8
Memecylon,Kaiser-Bunbury-2017_Bernica,actinomorphic,7
Mimusops,Kaiser-Bunbury-2017_Bernica,actinomorphic,5
Nephrosperma,Kaiser-Bunbury-2017_Bernica,actinomorphic,28
Paragenipa,Kaiser-Bunbury-2017_Bernica,actinomorphic,6
Phoenicophorium,Kaiser-Bunbury-2017_Bernica,actinomorphic,9
Psychotria,Kaiser-Bunbury-2017_Bernica,actinomorphic,7
Soulamea,Kaiser-Bunbury-2017_Bernica,actinomorphic,6
Syzygium_w,Kaiser-Bunbury-2017_Bernica,actinomorphic,5
Timoneus,Kaiser-Bunbury-2017_Bernica,actinomorphic,4
Alstonia,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,4
Canthium_b,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,4
Canthium_c,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,1
Cinnamomum,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,7
Dillenia,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,6
Erythroxylum,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,7
Excoecaria,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,11
Glionnetia,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,1
Memecylon,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,4
Nephrosperma,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,13
Paragenipa,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,2
Phoenicophorium,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,28
Psychotria,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,2
Roscheria,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,19
Soulamea,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,1
Timoneus,Kaiser-Bunbury-2017_Casse-Dent,actinomorphic,0
Colea,Kaiser-Bunbury-2017_Casse-Dent,zygomorphic,4
Alstonia,Kaiser-Bunbury-2017_Copolia,actinomorphic,0
Campnosperma,Kaiser-Bunbury-2017_Copolia,actinomorphic,10
Cinnamomum,Kaiser-Bunbury-2017_Copolia,actinomorphic,9
Craterispermum,Kaiser-Bunbury-2017_Copolia,actinomorphic,12
Dillenia,Kaiser-Bunbury-2017_Copolia,actinomorphic,8
Erythroxylum,Kaiser-Bunbury-2017_Copolia,actinomorphic,10
Excoecaria,Kaiser-Bunbury-2017_Copolia,actinomorphic,9
Glionnetia,Kaiser-Bunbury-2017_Copolia,actinomorphic,1
Memecylon,Kaiser-Bunbury-2017_Copolia,actinomorphic,5
Mimusops,Kaiser-Bunbury-2017_Copolia,actinomorphic,5
Nepenthes,Kaiser-Bunbury-2017_Copolia,actinomorphic,6
Nephrosperma,Kaiser-Bunbury-2017_Copolia,actinomorphic,10
Northea,Kaiser-Bunbury-2017_Copolia,actinomorphic,6
Paragenipa,Kaiser-Bunbury-2017_Copolia,actinomorphic,4
Phoenicophorium,Kaiser-Bunbury-2017_Copolia,actinomorphic,3
Polyscias,Kaiser-Bunbury-2017_Copolia,actinomorphic,6
Psychotria,Kaiser-Bunbury-2017_Copolia,actinomorphic,6
Roscheria,Kaiser-Bunbury-2017_Copolia,actinomorphic,21
Soulamea,Kaiser-Bunbury-2017_Copolia,actinomorphic,13
Syzygium_w,Kaiser-Bunbury-2017_Copolia,actinomorphic,9
Timoneus,Kaiser-Bunbury-2017_Copolia,actinomorphic,2
Alstonia,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,1
Canthium_b,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,12
Chrysobalanus,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,6
Cinnamomum,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,9
Deckenia,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,11
Dracaena,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,5
Erythroxylum,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,6
Memecylon,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,8
Nephrosperma,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,22
Ochna,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,3
Paragenipa,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,9
Phoenicophorium,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,27
Psychotria,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,1
Roscheria,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,4
Syzygium_j,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,10
Timoneus,Kaiser-Bunbury-2017_Reserve--La,actinomorphic,2
Premna,Kaiser-Bunbury-2017_Reserve--La,zygomorphic,11
Alstonia,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,1
Aphloia,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,4
Ardisia,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,0
Campnosperma,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,0
Canthium_b,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,2
Cinnamomum,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,9
Erythroxylum,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,13
Excoecaria,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,11
Gynura,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,0
Ixora,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,4
Memecylon,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,4
Mimusops,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,1
Nepenthes,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,6
Nephrosperma,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,11
Northea,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,5
Paragenipa,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,3
Pittosporum,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,2
Psidium,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,3
Psychotria,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,7
Roscheria,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,25
Timoneus,Kaiser-Bunbury-2017_Rosebelle,actinomorphic,4
Aphloia,Kaiser-Bunbury-2017_Salazie,actinomorphic,0
Canthium_b,Kaiser-Bunbury-2017_Salazie,actinomorphic,20
Dillenia,Kaiser-Bunbury-2017_Salazie,actinomorphic,9
Erythroxylum,Kaiser-Bunbury-2017_Salazie,actinomorphic,16
Ixora,Kaiser-Bunbury-2017_Salazie,actinomorphic,0
Memecylon,Kaiser-Bunbury-2017_Salazie,actinomorphic,5
Nephrosperma,Kaiser-Bunbury-2017_Salazie,actinomorphic,25
Paragenipa,Kaiser-Bunbury-2017_Salazie,actinomorphic,9
Pittosporum,Kaiser-Bunbury-2017_Salazie,actinomorphic,2
Polyscias,Kaiser-Bunbury-2017_Salazie,actinomorphic,9
Psychotria,Kaiser-Bunbury-2017_Salazie,actinomorphic,6
Roscheria,Kaiser-Bunbury-2017_Salazie,actinomorphic,25
Soulamea,Kaiser-Bunbury-2017_Salazie,actinomorphic,14
Timoneus,Kaiser-Bunbury-2017_Salazie,actinomorphic,3
Campnosperma,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,14
Canthium_b,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,5
Dillenia,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,17
Erythroxylum,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,14
Ixora,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,10
Memecylon,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,7
Nepenthes,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,10
Nephrosperma,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,29
Paragenipa,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,10
Psychotria,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,11
Roscheria,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,20
Soulamea,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,10
Timoneus,Kaiser-Bunbury-2017_Tea-Plantation,actinomorphic,4
Canthium_b,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,5
Dillenia,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,9
Erythroxylum,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,12
Excoecaria,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,7
Memecylon,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,6
Mimusops,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,2
Nepenthes,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,9
Nephrosperma,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,20
Paragenipa,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,3
Phoenicophorium,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,13
Pittosporum,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,3
Polyscias,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,14
Roscheria,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,22
Soulamea,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,17
Timoneus,Kaiser-Bunbury-2017_Trois-Freres,actinomorphic,7
Premna,Kaiser-Bunbury-2017_Trois-Freres,zygomorphic,6
Acacia bahiensis,santos-et-al-2010,actinomorphic,4
Anacardium occidentale,santos-et-al-2010,actinomorphic,2
Stigmatophyllon auriculatum,santos-et-al-2010,actinomorphic,1
Alternathera brasiliana,santos-et-al-2010,actinomorphic,2
Boerhavia coccinia,santos-et-al-2010,actinomorphic,2
Cardiospermum corindum,santos-et-al-2010,actinomorphic,9
Croton echiodies,santos-et-al-2010,actinomorphic,1
Capparis jacobinae,santos-et-al-2010,actinomorphic,2
Cordia latiloba,santos-et-al-2010,actinomorphic,1
Chlorophora tinctoria,santos-et-al-2010,actinomorphic,5
Cereus peruvianus,santos-et-al-2010,actinomorphic,2
Capparis yco,santos-et-al-2010,actinomorphic,9
Evolvulus glomeratus,santos-et-al-2010,actinomorphic,1
Eugenia rosea,santos-et-al-2010,actinomorphic,7
Echinodorus subulatus,santos-et-al-2010,actinomorphic,4
Gomphrena holosericea,santos-et-al-2010,actinomorphic,2
Herissantia crispa,santos-et-al-2010,actinomorphic,3
Hydrocleis nymphaeoides,santos-et-al-2010,actinomorphic,2
Herissantia tiubae,santos-et-al-2010,actinomorphic,2
Jacquemontia spp,santos-et-al-2010,actinomorphic,1
Jatropha mollissima,santos-et-al-2010,actinomorphic,2
Lippia pohliana,santos-et-al-2010,actinomorphic,1
Mimosa arenosa,santos-et-al-2010,actinomorphic,2
Melochia tomentosa,santos-et-al-2010,actinomorphic,8
Mollugo verticillata,santos-et-al-2010,actinomorphic,1
Nymphoides indica,santos-et-al-2010,actinomorphic,1
Opundia palmadora,santos-et-al-2010,actinomorphic,5
Oxalis spp,santos-et-al-2010,actinomorphic,1
Portulaca elatior,santos-et-al-2010,actinomorphic,1
Passiflora foetida,santos-et-al-2010,actinomorphic,4
Portulaca marginata,santos-et-al-2010,actinomorphic,2
Sidastrum paniculatum,santos-et-al-2010,actinomorphic,9
Sida galheirensis,santos-et-al-2010,actinomorphic,4
Sida spp,santos-et-al-2010,actinomorphic,2
Solanum gardnerii,santos-et-al-2010,actinomorphic,1
Sideroxylon obtusifolium,santos-et-al-2010,actinomorphic,4
Solanum paniculatum,santos-et-al-2010,actinomorphic,3
Syagrus vagans,santos-et-al-2010,actinomorphic,2
Ziziphus cotinifolia,santos-et-al-2010,actinomorphic,17
Caesalpinia pyramidalis,santos-et-al-2010,zygomorphic,12
Chamaecrista belemii,santos-et-al-2010,zygomorphic,2
Chaetocalys scandens,santos-et-al-2010,zygomorphic,3
Poeppigica procera,santos-et-al-2010,zygomorphic,2
Peltogyne pauciflora,santos-et-al-2010,zygomorphic,7
Rahphiodon echnius,santos-et-al-2010,zygomorphic,2
Senna spectabilis,santos-et-al-2010,zygomorphic,10
Tabebuia heptaphylla,santos-et-al-2010,zygomorphic,3
Aechmea mutica,varassin_sazima_2012,actinomorphic,5
Aechmea nudicaulis,varassin_sazima_2012,actinomorphic,4
Aechmea pineliana,varassin_sazima_2012,actinomorphic,5
Aechmea triangularis,varassin_sazima_2012,actinomorphic,7
Aechmea victoriana,varassin_sazima_2012,actinomorphic,6
Canistrum triangulare,varassin_sazima_2012,actinomorphic,3
Neoregelia magdalaenae,varassin_sazima_2012,actinomorphic,6
Neoregelia sp,varassin_sazima_2012,actinomorphic,3
Nidularium cariacicaense,varassin_sazima_2012,actinomorphic,4
Nidularium procerum,varassin_sazima_2012,actinomorphic,2
